employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-77674279,Melvin,Humphrey,Female,New York,Rochester,2019-10-31,HR,HR Coordinator,Master,65194,Good,No,1989-12-04,2020-04-28
00-25119192,Andrea,Matthews,Female,New York,Rochester,2018-10-26,Sales,Sales Representative,Bachelor,65261,Good,Yes,1971-05-11,2023-07-05
00-97011385,Tammy,Reynolds,Male,Virginia,Virginia Beach,2017-12-20,Customer Service,Support Specialist,Bachelor,69286,Good,No,1986-03-17,2020-06-11
00-55246430,Miranda,Guerra,Male,New York,New York City,2023-07-21,Marketing,Marketing Coordinator,Bachelor,80137,Excellent,Yes,1995-03-15,2024-01-17
00-35925669,Eric,Martin,Female,New York,Rochester,2017-05-06,Customer Service,Support Specialist,Bachelor,61821,Satisfactory,No,1995-05-04,2021-02-07
00-67405358,Sarah,Perez,Female,New York,Rochester,2020-07-20,Operations,Logistics Coordinator,Bachelor,55070,Good,No,1973-09-09,2021-05-29
00-99826000,Patty,Singleton,Male,New York,Buffalo,2016-04-07,IT,System Administrator,Bachelor,94716,Excellent,No,1987-08-16,2019-01-02
00-53433080,James,Huber,Female,Illinois,Aurora,2024-04-16,Customer Service,Support Specialist,Bachelor,66298,Needs Improvement,Yes,1963-01-07,2024-10-13
00-61482483,David,Turner,Male,New York,New York City,2017-07-27,IT,Software Developer,Master,84808,Good,Yes,1995-01-16,2021-11-22
00-50526484,Clarence,Davidson,Male,New York,New York City,2020-08-17,Operations,Inventory Specialist,High School,67520,Good,No,1976-07-20,2021-06-19
00-45105069,Shelly,Moore,Male,New York,New York City,2022-09-13,Operations,Logistics Coordinator,Bachelor,62586,Good,Yes,1982-11-04,2023-08-21
00-18338186,Claudia,Winters,Male,New York,New York City,2022-05-12,Customer Service,Help Desk Technician,Bachelor,73003,Good,Yes,1970-06-21,2022-11-08
00-31436829,Megan,Elliott,Female,New York,New York City,2019-11-17,Operations,Logistics Coordinator,Bachelor,54827,Good,Yes,1991-03-10,2020-05-15
00-51738753,Michelle,Miller,Female,New York,New York City,2022-09-07,Sales,Sales Representative,Bachelor,59068,Satisfactory,No,1970-12-30,2023-03-06
00-59330907,Kelli,Baker,Male,New York,Buffalo,2021-03-23,IT,Software Developer,Bachelor,96023,Good,Yes,1996-09-26,2022-03-25
00-74180488,Katie,Butler,Female,New York,Rochester,2017-09-06,Operations,Inventory Specialist,Bachelor,57586,Good,No,1982-07-18,2024-10-21
00-60147077,Anthony,Small,Male,New York,New York City,2019-07-31,Operations,Inventory Specialist,Bachelor,61411,Good,No,1987-06-02,2021-06-30
00-82144402,Keith,Frye,Male,New York,Rochester,2023-07-07,Operations,Inventory Specialist,Bachelor,61776,Good,No,1982-04-27,2024-01-03
00-43214247,John,Aguirre,Female,New York,Buffalo,2022-06-07,Sales,Sales Representative,Bachelor,59113,Good,No,1985-10-13,2022-12-04
00-20988446,Kenneth,Jones,Female,New York,Rochester,2020-01-24,Operations,Logistics Coordinator,Bachelor,58733,Good,Yes,1974-04-03,2024-11-20
00-58557943,Eric,Perry,Male,New York,Buffalo,2016-06-29,Sales,Sales Consultant,PhD,85657,Satisfactory,No,1983-02-11,2022-01-01
00-18289024,James,Lawson,Female,Pennsylvania,Philadelphia,2023-05-02,IT,System Administrator,Master,93007,Needs Improvement,Yes,1992-09-16,2023-10-29
00-86866717,Michelle,Flores,Female,Michigan,Grand Rapids,2020-11-30,Customer Service,Customer Service Representative,High School,63480,Satisfactory,Yes,1988-09-30,2021-05-29
00-79839059,Michael,Ross,Female,New York,Buffalo,2019-10-23,Sales,Sales Representative,Bachelor,67367,Good,No,1993-04-03,2024-09-26
00-88268756,Mitchell,Hoffman,Male,New York,Rochester,2019-05-04,IT,Software Developer,Master,87159,Satisfactory,No,1989-11-11,2019-10-31
00-17467311,John,Martinez,Male,Illinois,Aurora,2019-06-24,Sales,Sales Specialist,PhD,89639,Good,No,1966-11-28,2019-12-21
00-71310453,John,Davis,Male,New York,Buffalo,2020-04-22,IT,Software Developer,Bachelor,108220,Good,Yes,1976-06-14,2020-10-19
00-51361818,Sonia,Lin,Female,New York,Rochester,2022-06-12,Sales,Sales Representative,Bachelor,67571,Good,No,1991-02-27,2022-12-09
00-10404729,John,Grimes,Male,New York,Rochester,2022-03-04,Customer Service,Customer Service Representative,High School,66124,Satisfactory,No,1963-09-17,2022-08-31
00-16078694,Lisa,Peck,Female,Virginia,Norfolk,2019-10-08,Operations,Inventory Specialist,High School,55475,Good,No,1997-10-18,2021-01-23
00-82633735,Larry,Hines,Male,New York,New York City,2024-07-12,Customer Service,Customer Service Representative,High School,60285,Needs Improvement,Yes,1988-09-30,2025-01-08
00-14259382,Wendy,Owens,Male,New York,Rochester,2017-12-08,Sales,Sales Specialist,Bachelor,65534,Good,No,1987-08-24,2018-06-06
00-28176954,Kyle,Johnson,Female,New York,Buffalo,2022-06-02,Finance,Financial Analyst,Master,92076,Excellent,Yes,1989-06-25,2022-11-29
00-66420024,William,Levy,Female,New York,Buffalo,2018-03-25,Customer Service,Support Specialist,Bachelor,60069,Good,Yes,2000-11-27,2018-09-21
00-60666702,Brandy,Williams,Male,New York,Rochester,2018-04-20,Sales,Sales Representative,Bachelor,65951,Good,No,1988-07-06,2020-01-04
00-82383656,Troy,Khan,Female,New York,New York City,2017-09-12,Sales,Sales Specialist,Master,69590,Good,Yes,1973-11-05,2018-06-01
00-33954324,Emily,Mitchell,Male,North Carolina,Charlotte,2024-01-04,Customer Service,Help Desk Technician,High School,61609,Satisfactory,Yes,1980-08-16,2024-07-02
00-27092236,Melanie,Jordan,Male,Pennsylvania,Allentown,2022-12-09,Customer Service,Help Desk Technician,High School,77304,Needs Improvement,No,1985-09-30,2024-10-29
00-10466177,Joseph,Diaz,Female,Illinois,Naperville,2022-06-06,Sales,Sales Representative,Bachelor,72108,Satisfactory,Yes,1962-04-16,2022-12-03
00-83074216,Michael,Morales,Male,New York,Rochester,2019-08-10,Sales,Sales Representative,Bachelor,78850,Good,No,1992-09-07,2020-11-22
00-40824989,Anna,Cox,Male,New York,Rochester,2017-04-23,Customer Service,Help Desk Technician,High School,87075,Good,No,1999-02-16,2017-10-20
00-46997080,Charles,Gordon,Male,New York,Buffalo,2017-10-24,IT,IT Support Specialist,High School,55711,Good,No,1998-03-10,2023-08-15
00-25145751,Andrea,Bryan,Male,New York,Buffalo,2015-08-31,Operations,Inventory Specialist,High School,62851,Needs Improvement,Yes,1981-06-18,2017-05-15
00-92533595,Erin,Wilson,Female,New York,New York City,2022-02-07,HR,HR Assistant,Bachelor,53755,Satisfactory,No,2003-09-13,2022-11-10
00-37659807,Phillip,Norton,Male,New York,Buffalo,2016-05-11,Customer Service,Support Specialist,Bachelor,65155,Needs Improvement,No,1975-08-23,2016-11-07
00-69920305,Angela,Diaz,Male,New York,New York City,2020-02-26,Sales,Sales Representative,Bachelor,68770,Needs Improvement,Yes,1985-06-12,2024-06-20
00-16533225,James,Hicks,Male,Ohio,Columbus,2017-07-14,Sales,Sales Consultant,Master,92397,Good,No,1987-03-30,2023-04-13
00-68916591,Billy,Williams,Female,Michigan,Grand Rapids,2017-10-05,Sales,Sales Consultant,PhD,121191,Good,No,1963-07-12,2018-09-19
00-17575790,Mason,Wells,Male,Illinois,Chicago,2017-06-27,Sales,Sales Specialist,Bachelor,90802,Excellent,No,1996-08-25,2018-11-21
00-87324220,Eduardo,Barry,Male,New York,New York City,2018-02-24,IT,Software Developer,Bachelor,101217,Good,No,1989-10-28,2023-11-16
00-53038943,Mark,Austin,Male,New York,Buffalo,2017-03-05,Sales,Sales Representative,Bachelor,83126,Good,Yes,1982-09-15,2023-02-24
00-79961132,Phillip,Jensen,Female,New York,Rochester,2017-11-24,Operations,Inventory Specialist,Bachelor,58511,Good,No,1992-06-16,2018-07-14
00-18181595,Kevin,Rogers,Female,New York,Rochester,2020-11-17,IT,IT Support Specialist,Bachelor,61441,Good,Yes,1981-06-03,2021-05-16
00-33505978,William,Burns,Female,North Carolina,Greensboro,2021-08-07,Sales,Sales Consultant,Master,96221,Good,No,1982-12-08,2022-02-03
00-76521096,Kevin,Cabrera,Male,New York,Rochester,2015-05-24,Sales,Sales Representative,Bachelor,58251,Satisfactory,No,1991-12-28,2018-05-23
00-61157708,Mark,Rodriguez,Female,New York,Rochester,2023-06-11,Customer Service,Support Specialist,Bachelor,56528,Satisfactory,Yes,1997-06-07,2023-12-08
00-65878146,Brandy,Robles,Male,New York,Buffalo,2019-10-09,Operations,Logistics Coordinator,Bachelor,67946,Satisfactory,No,1983-07-12,2020-04-06
00-34679818,Monica,Soto,Female,Michigan,Detroit,2022-08-20,Sales,Sales Specialist,Master,77132,Good,No,1995-07-12,2023-02-16
00-40245233,Thomas,Coffey,Male,New York,New York City,2018-11-01,Operations,Logistics Coordinator,Bachelor,67418,Good,No,1975-11-16,2021-07-19
00-72146184,Teresa,Lane,Female,New York,Rochester,2024-03-29,Operations,Inventory Specialist,Bachelor,53372,Good,No,1983-01-22,2024-09-25
00-65902739,Jennifer,Silva,Male,North Carolina,Charlotte,2020-03-07,Operations,Inventory Specialist,Bachelor,61906,Excellent,No,1980-08-08,2020-09-03
00-42595918,Alexandria,Griffith,Male,New York,Rochester,2017-10-28,Marketing,Content Creator,Bachelor,73981,Needs Improvement,No,1980-02-02,2021-10-07
00-20612653,Maureen,Hernandez,Male,New York,Rochester,2024-09-21,Operations,Logistics Coordinator,Bachelor,62420,Good,No,1998-04-18,2025-03-20
00-81891784,John,Armstrong,Male,New York,Rochester,2022-09-30,Operations,Operations Analyst,Master,67340,Excellent,No,1984-03-10,2023-03-29
00-46032304,Daniel,Smith,Male,New York,New York City,2018-05-02,Operations,Operations Analyst,Master,56900,Good,No,2001-02-12,2024-06-12
00-15307982,Robert,Gutierrez,Male,New York,New York City,2023-03-21,Operations,Logistics Coordinator,Bachelor,62056,Good,No,2002-04-15,2023-09-17
00-88864147,Robert,Hampton,Male,New York,New York City,2022-12-24,Sales,Sales Consultant,Bachelor,80173,Good,No,1998-12-03,2023-06-22
00-74343201,Thomas,Charles,Female,Ohio,Cincinnati,2017-10-10,Operations,Inventory Specialist,High School,59896,Good,No,1994-01-12,2018-04-08
00-12058055,Bryan,Taylor,Male,New York,New York City,2017-03-22,Sales,Sales Specialist,PhD,79049,Good,No,1992-02-05,2021-02-08
00-25745913,Ann,Bolton,Male,New York,Buffalo,2022-07-05,Sales,Sales Specialist,Bachelor,69146,Needs Improvement,No,1990-01-09,2024-08-08
00-91121400,Alicia,Edwards,Female,New York,New York City,2022-03-09,Sales,Sales Consultant,Bachelor,74216,Good,Yes,1997-09-24,2022-09-05
00-84098828,Steve,Patel,Male,New York,New York City,2018-08-01,Customer Service,Support Specialist,Bachelor,62206,Good,Yes,2000-08-15,2019-01-29
00-72579077,Michael,Ingram,Male,New York,Rochester,2020-10-06,Sales,Sales Specialist,PhD,65122,Satisfactory,No,1989-09-15,2024-03-31
00-45106207,Erin,Lara,Male,North Carolina,Greensboro,2018-04-13,Customer Service,Customer Service Manager,PhD,66771,Excellent,No,1971-10-02,2022-12-16
00-23234972,Chelsea,Lee,Female,Illinois,Chicago,2023-04-06,Operations,Logistics Coordinator,Bachelor,63703,Satisfactory,No,1990-07-10,2023-10-03
00-52980983,Joshua,Evans,Male,New York,Rochester,2024-04-25,Customer Service,Customer Service Representative,Bachelor,70255,Good,No,1982-10-24,2024-10-22
00-65556767,Kellie,Bush,Male,Pennsylvania,Pittsburgh,2015-09-26,Operations,Inventory Specialist,Bachelor,62176,Satisfactory,Yes,1988-12-18,2020-04-18
00-29585415,Janet,Stewart,Male,New York,Buffalo,2015-05-16,Sales,Sales Specialist,Master,57431,Good,Yes,1992-07-07,2022-09-26
00-87731247,Ann,Michael,Female,New York,New York City,2022-10-08,Operations,Logistics Coordinator,Bachelor,59301,Needs Improvement,Yes,1987-02-08,2023-04-06
00-36332415,Joshua,Martinez,Female,New York,Rochester,2018-09-20,IT,IT Support Specialist,Bachelor,64345,Satisfactory,No,1979-09-26,2019-03-19
00-42981324,Amy,Huang,Male,New York,New York City,2020-06-02,Marketing,Marketing Coordinator,Bachelor,78648,Good,No,1989-02-09,2021-06-27
00-55307111,Loretta,Blevins,Female,New York,New York City,2017-11-09,Sales,Sales Specialist,Master,92063,Satisfactory,Yes,1964-05-12,2018-05-08
00-96126771,Dwayne,Williams,Female,New York,Buffalo,2022-10-05,Operations,Operations Analyst,Bachelor,86117,Good,No,1961-06-12,2023-04-03
00-57268285,Christian,Bradshaw,Female,Pennsylvania,Allentown,2017-09-12,Operations,Logistics Coordinator,Bachelor,59313,Good,No,1960-07-16,2020-01-08
00-75540707,Jonathan,Mendoza,Male,New York,Rochester,2017-03-20,Operations,Inventory Specialist,Bachelor,62327,Good,Yes,1983-07-22,2021-08-24
00-17882882,Maria,Nelson,Female,New York,Buffalo,2020-08-06,HR,Recruiter,High School,74588,Satisfactory,No,1976-12-30,2021-02-02
00-99686372,Heather,Taylor,Male,Michigan,Warren,2015-08-28,Sales,Sales Specialist,Master,67436,Good,No,1988-08-01,2018-02-04
00-28453800,Joyce,Allen,Female,Pennsylvania,Pittsburgh,2023-01-20,Customer Service,Help Desk Technician,Bachelor,74236,Good,No,1986-05-14,2023-07-19
00-30270856,Elizabeth,Schmidt,Male,New York,New York City,2015-09-05,Customer Service,Support Specialist,Bachelor,59597,Satisfactory,Yes,1997-08-22,2023-01-08
00-60090149,Jesse,Garcia,Male,Michigan,Grand Rapids,2016-05-08,Sales,Sales Specialist,Bachelor,75482,Good,Yes,1988-05-12,2016-12-17
00-92747827,Jennifer,Garcia,Female,Michigan,Detroit,2024-10-26,Operations,Logistics Coordinator,Bachelor,55758,Satisfactory,Yes,1988-05-14,2025-04-24
00-12111482,Derrick,Oconnell,Female,Michigan,Warren,2015-12-27,IT,Software Developer,Master,95508,Good,No,2003-09-15,2018-03-29
00-11590610,Eric,Delgado,Male,New York,Rochester,2015-12-09,Operations,Inventory Specialist,High School,57283,Satisfactory,Yes,1996-12-14,2024-11-11
00-81905550,Natalie,Woods,Female,North Carolina,Raleigh,2024-03-18,Operations,Operations Analyst,Bachelor,60474,Satisfactory,No,1985-02-02,2024-09-14
00-67790557,Katelyn,Mitchell,Male,New York,Buffalo,2023-04-21,IT,IT Support Specialist,Bachelor,60082,Satisfactory,No,1990-07-05,2023-10-18
00-22927031,Debbie,Velez,Male,Ohio,Cincinnati,2020-02-04,Sales,Sales Representative,Bachelor,71961,Satisfactory,Yes,1999-05-23,2020-08-02
00-93185576,Denise,Hall,Male,New York,New York City,2020-10-13,Sales,Sales Specialist,Bachelor,85932,Good,No,1961-04-26,2021-04-11
00-63270536,Jennifer,Zuniga,Female,Michigan,Grand Rapids,2016-12-20,Sales,Sales Representative,Bachelor,71112,Satisfactory,Yes,2000-11-24,2017-06-18
00-85833309,Sandra,Butler,Male,Michigan,Warren,2017-11-22,Customer Service,Customer Service Representative,High School,62515,Satisfactory,No,2000-09-11,2021-12-05
00-50261914,Gregory,Gillespie,Male,New York,Buffalo,2022-11-21,Sales,Sales Representative,Bachelor,70485,Good,No,1972-10-29,2023-05-20
00-97227356,Randy,Simpson,Female,New York,New York City,2022-12-30,Finance,Accountant,Bachelor,54213,Excellent,No,2000-02-23,2023-06-28
00-60903955,Kaitlyn,Brennan,Female,New York,Buffalo,2018-04-23,IT,IT Support Specialist,High School,57753,Excellent,No,1979-07-08,2018-10-20
00-95462880,Nancy,Smith,Female,Virginia,Richmond,2015-08-09,IT,IT Support Specialist,Bachelor,53891,Excellent,No,1986-02-28,2019-11-24
00-77089857,Carrie,Hebert,Female,Michigan,Detroit,2023-05-11,Finance,Accounts Payable Specialist,Bachelor,55669,Good,No,1985-10-24,2023-11-07
00-54462389,Justin,Hays,Female,Ohio,Cleveland,2020-07-29,Operations,Logistics Coordinator,Bachelor,59694,Satisfactory,No,1976-07-15,2024-08-05
00-15711200,Alice,Small,Male,New York,Buffalo,2017-02-22,Operations,Inventory Specialist,Bachelor,58843,Good,Yes,2002-08-15,2021-08-11
00-73820568,Melissa,Mcdonald,Male,Michigan,Detroit,2017-03-16,Operations,Inventory Specialist,High School,57476,Good,No,1992-04-25,2017-09-12
00-47631028,Lisa,Rivera,Male,Illinois,Chicago,2023-10-11,IT,Software Developer,Master,74786,Needs Improvement,Yes,1998-06-03,2024-04-08
00-14416002,Stephen,Scott,Male,New York,New York City,2017-03-14,Sales,Sales Specialist,PhD,75673,Good,No,1975-12-31,2017-09-10
00-37804291,Alexis,Rogers,Female,New York,Rochester,2020-04-24,Customer Service,Customer Service Representative,Bachelor,59146,Good,Yes,1981-05-15,2020-10-21
00-63458386,Ashley,Todd,Female,Pennsylvania,Philadelphia,2024-03-09,Operations,Inventory Specialist,High School,61730,Good,Yes,2001-04-05,2024-09-05
00-85693188,Cheryl,Fowler,Male,New York,New York City,2017-06-07,Operations,Logistics Coordinator,Bachelor,66666,Excellent,No,1975-05-12,2022-04-30
00-82553061,Margaret,Robertson,Male,New York,New York City,2018-02-03,Operations,Logistics Coordinator,Bachelor,71018,Satisfactory,No,1985-09-27,2021-04-24
00-20526386,Richard,Davis,Male,New York,Buffalo,2020-02-24,Sales,Sales Specialist,Bachelor,63849,Good,No,2002-10-23,2024-12-02
00-23111164,Thomas,Boyle,Male,New York,Buffalo,2019-01-03,Marketing,Content Creator,Bachelor,65873,Satisfactory,No,1975-08-23,2020-04-11
00-91224373,Jose,Young,Male,New York,New York City,2022-10-20,IT,IT Support Specialist,High School,63282,Satisfactory,No,1984-06-29,2023-04-18
00-53805532,Joseph,Rivera,Male,New York,New York City,2015-08-15,Marketing,Marketing Coordinator,Bachelor,76827,Satisfactory,No,1995-01-27,2024-09-12
00-70471823,Jennifer,Smith,Female,New York,Rochester,2020-09-10,Finance,Financial Analyst,PhD,87120,Good,No,1981-01-18,2021-03-09
00-60388958,Michael,Young,Female,North Carolina,Greensboro,2019-09-17,Operations,Logistics Coordinator,Bachelor,56093,Good,Yes,1979-10-01,2020-03-15
00-98673882,David,Parker,Male,New York,Rochester,2018-06-07,Sales,Sales Consultant,PhD,87991,Excellent,No,1996-09-10,2019-08-22
00-43077929,Gina,Leblanc,Male,Pennsylvania,Philadelphia,2022-12-11,Operations,Inventory Specialist,High School,62000,Good,No,1977-12-08,2023-06-09
00-30699187,Jade,Collins,Female,Illinois,Naperville,2018-02-15,Operations,Inventory Specialist,Bachelor,53826,Good,No,2001-10-24,2019-06-12
00-62294176,Danielle,Shepard,Female,New York,New York City,2018-05-23,IT,Software Developer,Master,94975,Satisfactory,No,1986-12-12,2018-11-19
00-10697290,Christina,Robinson,Female,New York,Rochester,2024-02-21,Customer Service,Customer Service Representative,Bachelor,54208,Needs Improvement,Yes,1995-02-18,2024-08-19
00-46207439,Timothy,Gibson,Male,New York,Rochester,2016-08-23,Sales,Sales Specialist,Master,89291,Needs Improvement,No,1980-08-28,2019-02-03
00-67845091,Nathaniel,Miles,Male,New York,Buffalo,2019-12-21,IT,IT Manager,PhD,122943,Satisfactory,No,1984-09-21,2022-03-29
00-64766762,Thomas,Medina,Male,New York,New York City,2016-09-14,Finance,Accountant,Bachelor,68005,Needs Improvement,No,1977-06-08,2020-10-15
00-84386123,Margaret,Gill,Female,New York,Buffalo,2016-09-21,Operations,Logistics Coordinator,Bachelor,56661,Excellent,No,1971-12-10,2021-10-10
00-53544301,Karen,Marks,Female,North Carolina,Charlotte,2023-02-01,Operations,Logistics Coordinator,Bachelor,55708,Satisfactory,No,1981-10-26,2023-07-31
00-65540647,Alicia,Rice,Male,Pennsylvania,Allentown,2018-05-21,Operations,Logistics Coordinator,Bachelor,68803,Good,Yes,1994-09-26,2018-11-17
00-85099723,Christian,Elliott,Female,New York,Buffalo,2023-01-24,Sales,Sales Manager,Master,111920,Good,No,1966-09-23,2023-07-23
00-79941466,Maria,Leach,Female,New York,New York City,2017-03-20,Customer Service,Customer Service Representative,High School,56841,Good,No,1991-07-25,2017-10-24
00-28634797,Ashley,Hernandez,Male,New York,Rochester,2017-05-08,Sales,Sales Consultant,Bachelor,90549,Good,Yes,1991-10-30,2023-04-02
00-29587040,Melissa,Ramos,Male,New York,Rochester,2016-09-21,Operations,Logistics Coordinator,Bachelor,64431,Satisfactory,Yes,1997-12-15,2024-03-21
00-66519399,Jamie,Aguilar,Male,New York,Buffalo,2017-02-05,Operations,Logistics Coordinator,Bachelor,61907,Good,No,1997-05-29,2018-01-03
00-43782566,Rachel,Griffin,Female,Virginia,Richmond,2024-01-22,IT,Software Developer,Master,80892,Good,No,2002-12-25,2024-07-20
00-76545476,Shawn,Palmer,Male,New York,Buffalo,2020-06-26,Finance,Accountant,Bachelor,80119,Satisfactory,No,1986-10-17,2020-12-23
00-24357588,Anne,Hansen,Male,Illinois,Aurora,2017-09-19,Finance,Financial Analyst,Bachelor,86525,Satisfactory,No,1977-03-12,2024-12-09
00-54589439,Lindsay,Cummings,Male,New York,Rochester,2023-06-03,Operations,Logistics Coordinator,Bachelor,67436,Excellent,No,1989-06-14,2024-10-08
00-54230340,Jonathan,Smith,Female,New York,New York City,2019-03-26,Operations,Inventory Specialist,High School,54649,Needs Improvement,No,1993-06-27,2021-02-06
00-97380687,Beth,Williams,Male,New York,New York City,2024-05-13,Marketing,Content Creator,Bachelor,71043,Excellent,Yes,1981-10-04,2024-11-09
00-53038948,Isabella,Weaver,Male,New York,Buffalo,2021-01-24,Operations,Inventory Specialist,Bachelor,68427,Satisfactory,Yes,1966-12-30,2021-07-23
00-74291599,Sarah,Jones,Female,Michigan,Detroit,2018-12-29,Sales,Sales Specialist,PhD,70663,Satisfactory,Yes,1972-06-28,2023-04-03
00-49117508,Thomas,Mitchell,Male,Pennsylvania,Pittsburgh,2022-03-11,Operations,Inventory Specialist,Bachelor,61314,Excellent,No,1994-08-09,2022-09-07
00-87293208,Kayla,Cannon,Male,Ohio,Columbus,2023-10-11,Customer Service,Customer Service Representative,Bachelor,69203,Needs Improvement,Yes,1978-06-23,2024-04-08
00-47621248,Debbie,Fisher,Female,New York,Buffalo,2023-12-13,HR,HR Coordinator,Bachelor,60580,Good,No,1975-09-24,2024-06-10
00-25285764,Patrick,Kane,Male,Virginia,Richmond,2024-12-18,Operations,Inventory Specialist,Bachelor,67195,Excellent,No,1963-09-17,2025-06-16
00-83233096,Nicholas,Miller,Male,Michigan,Grand Rapids,2017-09-15,Operations,Inventory Specialist,Bachelor,61081,Good,No,1985-05-17,2022-07-01
00-71957885,Nancy,Anderson,Female,North Carolina,Charlotte,2024-11-30,Operations,Inventory Specialist,High School,65117,Good,Yes,1962-11-28,2025-05-29
00-49101812,Michael,White,Female,New York,Rochester,2023-07-28,Operations,Logistics Coordinator,Bachelor,60140,Good,No,1995-09-10,2024-01-24
00-64914054,Phillip,Anderson,Male,New York,Rochester,2022-03-28,IT,IT Support Specialist,High School,61025,Excellent,Yes,1975-09-06,2022-09-24
00-50645509,Mary,Avila,Female,New York,Buffalo,2017-04-26,Customer Service,Help Desk Technician,Bachelor,56054,Good,No,1977-09-29,2020-07-19
00-66791272,Steven,Ball,Male,New York,Buffalo,2023-06-14,Sales,Sales Representative,Bachelor,84782,Satisfactory,Yes,1980-05-23,2023-12-11
00-90253323,Amanda,Morrow,Male,New York,Buffalo,2019-04-07,Customer Service,Support Specialist,Bachelor,72259,Good,No,1980-09-23,2024-01-02
00-77996397,Steven,Moore,Male,Michigan,Grand Rapids,2024-03-14,Operations,Operations Analyst,Bachelor,73518,Satisfactory,No,1973-10-16,2024-09-10
00-82966824,Sharon,Hardy,Female,New York,New York City,2015-02-13,Sales,Sales Representative,Bachelor,65299,Good,No,1971-12-06,2021-03-22
00-82062301,Antonio,Keller,Male,New York,New York City,2020-08-26,Customer Service,Customer Service Representative,Bachelor,63607,Satisfactory,No,1980-07-19,2021-02-22
00-43316996,Katie,Stephenson,Male,Pennsylvania,Allentown,2022-01-07,Customer Service,Customer Service Representative,High School,60191,Good,Yes,2003-03-04,2022-07-06
00-96838849,John,Jones,Female,New York,New York City,2021-08-19,Operations,Logistics Coordinator,Bachelor,61392,Good,Yes,2004-02-08,2022-02-15
00-96804457,Arthur,Harper,Female,New York,New York City,2019-10-01,Operations,Operations Analyst,Bachelor,75671,Good,No,1970-12-21,2021-03-27
00-67774765,Monica,Sanchez,Female,New York,Rochester,2016-01-18,IT,IT Support Specialist,High School,60299,Excellent,No,1979-06-18,2017-06-21
00-39796480,Richard,Young,Female,New York,Buffalo,2020-03-25,Operations,Inventory Specialist,Bachelor,61830,Good,No,1974-10-13,2022-01-24
00-87915846,Karen,Parsons,Male,Michigan,Grand Rapids,2022-02-24,Operations,Logistics Coordinator,Bachelor,69895,Good,No,1986-10-29,2022-08-23
00-60213478,William,Roberts,Female,Michigan,Warren,2019-11-13,Customer Service,Customer Service Representative,High School,62682,Excellent,No,1993-10-11,2022-01-30
00-77171380,Sabrina,Johnston,Male,Michigan,Detroit,2017-08-13,IT,IT Support Specialist,Bachelor,65392,Satisfactory,No,1971-09-25,2020-09-01
00-24032377,Carla,Chambers,Male,New York,Buffalo,2017-05-05,Operations,Operations Analyst,Bachelor,76680,Satisfactory,No,2004-09-06,2021-04-27
00-29015320,Joel,Walter,Female,New York,Buffalo,2018-09-14,Operations,Operations Analyst,Bachelor,85119,Excellent,No,1971-12-20,2019-03-13
00-37765262,Adriana,Gutierrez,Female,New York,Rochester,2020-04-16,Operations,Inventory Specialist,Bachelor,62330,Needs Improvement,No,2001-07-16,2021-03-11
00-23102741,Bruce,Fry,Female,New York,Buffalo,2019-12-08,IT,Software Developer,Master,92703,Good,No,1989-11-17,2022-05-23
00-52803305,Jill,Thompson,Female,Michigan,Grand Rapids,2016-09-20,Operations,Operations Manager,Bachelor,85590,Good,Yes,2000-11-16,2018-11-04
00-25446483,Ronald,Simpson,Male,New York,Rochester,2015-05-14,Customer Service,Help Desk Technician,Bachelor,94061,Good,No,1994-06-24,2021-02-02
00-24678410,Shelly,Powers,Male,Michigan,Detroit,2022-11-02,IT,Software Developer,Bachelor,94369,Needs Improvement,No,1989-03-08,2023-05-01
00-42737441,Alice,Horton,Female,North Carolina,Raleigh,2020-06-07,Operations,Operations Analyst,Master,77462,Satisfactory,No,2003-03-23,2020-12-04
00-54424679,Edward,Bennett,Female,North Carolina,Charlotte,2020-10-19,Sales,Sales Representative,Bachelor,68675,Excellent,Yes,1994-06-20,2021-04-17
00-64364546,Amanda,Allen,Female,New York,New York City,2021-03-29,Sales,Sales Specialist,Bachelor,64445,Good,No,1978-03-22,2021-09-25
00-98222374,Kevin,Zimmerman,Female,Michigan,Grand Rapids,2019-11-09,Operations,Inventory Specialist,Bachelor,57574,Good,Yes,1979-07-25,2020-05-07
00-92424037,Steven,Brown,Female,New York,Buffalo,2023-06-10,Customer Service,Customer Service Manager,Master,83980,Good,Yes,1984-02-05,2023-12-07
00-67653606,Tammy,Grant,Female,New York,Buffalo,2018-02-22,Operations,Logistics Coordinator,Bachelor,56078,Good,No,1964-08-24,2021-12-19
00-37619925,Paul,Scott,Male,Michigan,Warren,2017-05-09,Sales,Sales Consultant,Bachelor,92015,Good,No,1975-09-03,2020-03-27
00-18397164,Deborah,Nielsen,Male,New York,Buffalo,2020-11-24,Operations,Inventory Specialist,Bachelor,62136,Satisfactory,No,1992-08-31,2024-07-06
00-59095909,Nathan,Nichols,Male,New York,New York City,2018-11-19,Operations,Inventory Specialist,Bachelor,62063,Good,No,2003-05-25,2019-05-18
00-45212476,James,Adams,Female,New York,Buffalo,2022-09-19,IT,Software Developer,Master,89957,Satisfactory,No,1973-06-15,2023-03-18
